,count,rel_hor_dist_obj,rel_vert_dist_obj,rel_front_dist_wall,rel_right_dist_wall,rel_left_dist_wall,rel_front_dist_body,rel_right_dist_body,rel_left_dist_body,snake_pos_x,snake_pos_y,snake_dir,snake_next_dir,score
0,0.0,220.0,360.0,520.0,420.0,50.0,,,,110.0,50.0,3.0,3.0,0.0
1,1.0,220.0,350.0,510.0,420.0,50.0,,,,120.0,50.0,3.0,3.0,0.0
2,2.0,220.0,340.0,500.0,420.0,50.0,,,,130.0,50.0,3.0,3.0,0.0
3,3.0,220.0,330.0,490.0,420.0,50.0,,,,140.0,50.0,3.0,3.0,0.0
4,4.0,220.0,320.0,480.0,420.0,50.0,,,,150.0,50.0,3.0,3.0,0.0
5,5.0,220.0,310.0,470.0,420.0,50.0,,,,160.0,50.0,3.0,3.0,0.0
6,6.0,220.0,300.0,460.0,420.0,50.0,,,,170.0,50.0,3.0,3.0,0.0
7,7.0,220.0,290.0,450.0,420.0,50.0,,,,180.0,50.0,3.0,3.0,0.0
8,8.0,220.0,280.0,440.0,420.0,50.0,,,,190.0,50.0,3.0,3.0,0.0
9,9.0,220.0,270.0,430.0,420.0,50.0,,,,200.0,50.0,3.0,3.0,0.0
10,10.0,220.0,260.0,420.0,420.0,50.0,,,,210.0,50.0,3.0,3.0,0.0
11,11.0,220.0,250.0,410.0,420.0,50.0,,,,220.0,50.0,3.0,3.0,0.0
12,12.0,220.0,240.0,400.0,420.0,50.0,,,,230.0,50.0,3.0,3.0,0.0
13,13.0,220.0,230.0,390.0,420.0,50.0,,,,240.0,50.0,3.0,3.0,0.0
14,14.0,220.0,220.0,380.0,420.0,50.0,,,,250.0,50.0,3.0,3.0,0.0
15,15.0,220.0,210.0,370.0,420.0,50.0,,,,260.0,50.0,3.0,3.0,0.0
16,16.0,220.0,200.0,360.0,420.0,50.0,,,,270.0,50.0,3.0,3.0,0.0
17,17.0,220.0,190.0,350.0,420.0,50.0,,,,280.0,50.0,3.0,3.0,0.0
18,18.0,220.0,180.0,340.0,420.0,50.0,,,,290.0,50.0,3.0,3.0,0.0
19,19.0,220.0,170.0,330.0,420.0,50.0,,,,300.0,50.0,3.0,3.0,0.0
20,20.0,220.0,160.0,320.0,420.0,50.0,,,,310.0,50.0,3.0,3.0,0.0
21,21.0,220.0,150.0,310.0,420.0,50.0,,,,320.0,50.0,3.0,3.0,0.0
22,22.0,220.0,140.0,300.0,420.0,50.0,,,,330.0,50.0,3.0,3.0,0.0
23,23.0,220.0,130.0,290.0,420.0,50.0,,,,340.0,50.0,3.0,3.0,0.0
24,24.0,220.0,120.0,280.0,420.0,50.0,,,,350.0,50.0,3.0,3.0,0.0
25,25.0,220.0,110.0,270.0,420.0,50.0,,,,360.0,50.0,3.0,3.0,0.0
26,26.0,220.0,100.0,260.0,420.0,50.0,,,,370.0,50.0,3.0,3.0,0.0
27,27.0,220.0,90.0,250.0,420.0,50.0,,,,380.0,50.0,3.0,3.0,0.0
28,28.0,220.0,80.0,240.0,420.0,50.0,,,,390.0,50.0,3.0,3.0,0.0
29,29.0,220.0,70.0,230.0,420.0,50.0,,,,400.0,50.0,3.0,3.0,0.0
30,30.0,220.0,60.0,220.0,420.0,50.0,,,,410.0,50.0,3.0,3.0,0.0
31,31.0,220.0,50.0,210.0,420.0,50.0,,,,420.0,50.0,3.0,3.0,0.0
32,32.0,220.0,40.0,200.0,420.0,50.0,,,,430.0,50.0,3.0,3.0,0.0
33,33.0,220.0,30.0,190.0,420.0,50.0,,,,440.0,50.0,3.0,3.0,0.0
34,34.0,220.0,20.0,180.0,420.0,50.0,,,,450.0,50.0,3.0,3.0,0.0
35,35.0,220.0,10.0,170.0,420.0,50.0,,,,460.0,50.0,3.0,3.0,0.0
36,36.0,-10.0,210.0,410.0,460.0,170.0,,,,460.0,60.0,3.0,6.0,0.0
37,37.0,-10.0,200.0,400.0,460.0,170.0,,,,460.0,70.0,6.0,6.0,0.0
38,38.0,-10.0,190.0,390.0,460.0,170.0,,,,460.0,80.0,6.0,6.0,0.0
39,39.0,-10.0,180.0,380.0,460.0,170.0,,,,460.0,90.0,6.0,6.0,0.0
40,40.0,180.0,0.0,160.0,380.0,90.0,,,,470.0,90.0,6.0,3.0,0.0
41,41.0,0.0,170.0,370.0,470.0,160.0,,,,470.0,100.0,3.0,6.0,0.0
42,42.0,0.0,160.0,360.0,470.0,160.0,,,,470.0,110.0,6.0,6.0,0.0
43,43.0,0.0,150.0,350.0,470.0,160.0,,,,470.0,120.0,6.0,6.0,0.0
44,44.0,0.0,140.0,340.0,470.0,160.0,,,,470.0,130.0,6.0,6.0,0.0
45,45.0,0.0,130.0,330.0,470.0,160.0,,,,470.0,140.0,6.0,6.0,0.0
46,46.0,0.0,120.0,320.0,470.0,160.0,,,,470.0,150.0,6.0,6.0,0.0
47,47.0,0.0,110.0,310.0,470.0,160.0,,,,470.0,160.0,6.0,6.0,0.0
48,48.0,0.0,100.0,300.0,470.0,160.0,,,,470.0,170.0,6.0,6.0,0.0
49,49.0,0.0,90.0,290.0,470.0,160.0,,,,470.0,180.0,6.0,6.0,0.0
50,50.0,0.0,80.0,280.0,470.0,160.0,,,,470.0,190.0,6.0,6.0,0.0
