,count,rel_hor_dist_obj,rel_vert_dist_obj,rel_front_dist_wall,rel_right_dist_wall,rel_left_dist_wall,rel_front_dist_body,rel_right_dist_body,rel_left_dist_body,snake_pos_x,snake_pos_y,snake_dir,snake_next_dir,score,snake_next_move,rel_front_dist_min,rel_right_dist_min,rel_left_dist_min
0,0,-520,340,410,100,530,,,,100,60,DOWN,RIGHT,0,LEFT,410,100,530
1,1,340,510,520,410,60,,,,110,60,RIGHT,DOWN,0,RIGHT,520,410,60
2,2,-510,330,400,110,520,,,,110,70,DOWN,RIGHT,0,LEFT,400,110,520
3,3,330,500,510,400,70,,,,120,70,RIGHT,DOWN,0,RIGHT,510,400,70
4,4,-500,320,390,120,510,,,,120,80,DOWN,RIGHT,0,LEFT,390,120,510
5,5,320,490,500,390,80,,,,130,80,RIGHT,DOWN,0,RIGHT,500,390,80
6,6,-490,310,380,130,500,,,,130,90,DOWN,RIGHT,0,LEFT,380,130,500
7,7,310,480,490,380,90,,,,140,90,RIGHT,DOWN,0,RIGHT,490,380,90
8,8,-480,300,370,140,490,,,,140,100,DOWN,RIGHT,0,LEFT,370,140,490
9,9,300,470,480,370,100,,,,150,100,RIGHT,DOWN,0,RIGHT,480,370,100
10,10,-470,290,360,150,480,,,,150,110,DOWN,RIGHT,0,LEFT,360,150,480
11,11,290,460,470,360,110,,,,160,110,RIGHT,DOWN,0,RIGHT,470,360,110
12,12,-460,280,350,160,470,,,,160,120,DOWN,RIGHT,0,LEFT,350,160,470
13,13,280,450,460,350,120,,,,170,120,RIGHT,DOWN,0,RIGHT,460,350,120
14,14,-450,270,340,170,460,,,,170,130,DOWN,RIGHT,0,LEFT,340,170,460
15,15,270,440,450,340,130,,,,180,130,RIGHT,DOWN,0,RIGHT,450,340,130
16,16,-440,260,330,180,450,,,,180,140,DOWN,RIGHT,0,LEFT,330,180,450
17,17,260,430,440,330,140,,,,190,140,RIGHT,DOWN,0,RIGHT,440,330,140
18,18,-430,250,320,190,440,,,,190,150,DOWN,RIGHT,0,LEFT,320,190,440
19,19,250,420,430,320,150,,,,200,150,RIGHT,UP,0,LEFT,430,320,150
20,20,420,-260,140,430,200,,,0,200,140,UP,RIGHT,0,RIGHT,140,430,0
21,21,260,410,420,330,140,,,,210,140,RIGHT,UP,0,LEFT,420,330,140
22,22,410,-270,130,420,210,,,,210,130,UP,RIGHT,0,RIGHT,130,420,210
23,23,270,400,410,340,130,,,,220,130,RIGHT,UP,0,LEFT,410,340,130
24,24,400,-280,120,410,220,,,,220,120,UP,RIGHT,0,RIGHT,120,410,220
25,25,280,390,400,350,120,,,,230,120,RIGHT,DOWN,0,RIGHT,400,350,120
26,26,-390,270,340,230,400,,0,,230,130,DOWN,RIGHT,0,LEFT,340,0,400
27,27,270,380,390,340,130,,,,240,130,RIGHT,DOWN,0,RIGHT,390,340,130
28,28,-380,260,330,240,390,,,,240,140,DOWN,RIGHT,0,LEFT,330,240,390
29,29,260,370,380,330,140,,,,250,140,RIGHT,UP,0,LEFT,380,330,140
30,30,370,-270,130,380,250,,,0,250,130,UP,RIGHT,0,RIGHT,130,380,0
31,31,270,360,370,340,130,,,,260,130,RIGHT,UP,0,LEFT,370,340,130
32,32,360,-280,120,370,260,,,,260,120,UP,RIGHT,0,RIGHT,120,370,260
33,33,280,350,360,350,120,,,,270,120,RIGHT,UP,0,LEFT,360,350,120
